,song_link,id,release_year,duration_ms.x,explicit,name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
13921,https://open.spotify.com/track/5OLJPA7u6IutzHDjHKxMFJ,5OLJPA7u6IutzHDjHKxMFJ,2020,141504,TRUE,I'm drunk and I miss you too (feat. ilyTOMMY),60.0,0.673,0.564,6.0,-8.629,0.0,0.272,0.139,0.0,0.0711,0.462,101.149,4.0
13922,https://open.spotify.com/track/5oMkgWZqmKjaJHrsXcsZZy,5oMkgWZqmKjaJHrsXcsZZy,2016,164522,TRUE,Donald Trump,68.0,0.716,0.936,1.0,-4.968,0.0,0.123,0.0318,0.0,0.367,0.799,81.508,4.0
13923,https://open.spotify.com/track/5OMNVzNkXIs6HP4tnExf5m,5OMNVzNkXIs6HP4tnExf5m,2015,194089,TRUE,Hollow Be They Squad,47.0,0.775,0.324,1.0,-9.067,1.0,0.0581,0.774,0.0,0.109,0.0872,130.044,4.0
13926,https://open.spotify.com/track/5onsDYYWDXiPkrSat1lpIv,5onsDYYWDXiPkrSat1lpIv,2020,221507,FALSE,Sweet Little Lies,42.0,0.73,0.663,6.0,-6.373,0.0,0.05,0.034,0.103,0.161,0.265,125.995,4.0
13932,https://open.spotify.com/track/5OpHUq6Fo1qaUhU3imV6TK,5OpHUq6Fo1qaUhU3imV6TK,2020,220383,FALSE,Te Quiero a Ti,57.0,0.652,0.65,3.0,-7.708,0.0,0.0279,0.546,0.0,0.126,0.793,98.943,3.0
13933,https://open.spotify.com/track/5OQ69mrT1tn8klvHRDMuSe,5OQ69mrT1tn8klvHRDMuSe,2020,228654,TRUE,Rodman,62.0,0.642,0.791,10.0,-5.849,0.0,0.0419,0.128,4.28e-05,0.103,0.18,163.013,4.0
13935,https://open.spotify.com/track/5oQcOu1omDykbIPSdSQQNJ,5oQcOu1omDykbIPSdSQQNJ,2004,193000,FALSE,1985,71.0,0.606,0.887,4.0,-4.404,1.0,0.0598,0.000242,0.0,0.337,0.903,119.974,4.0
13936,https://open.spotify.com/track/5OQsiBsky2k2kDKy2bX2eT,5OQsiBsky2k2kDKy2bX2eT,1999,235293,FALSE,Learn to Fly,74.0,0.465,0.919,4.0,-4.025,1.0,0.0408,1.83e-05,2.07e-05,0.262,0.537,135.997,4.0
13937,https://open.spotify.com/track/5oRF3J9rBRWCNMTi0odITe,5oRF3J9rBRWCNMTi0odITe,2019,148500,TRUE,Voidwalker,58.0,0.731,0.939,2.0,-3.581,1.0,0.0623,0.249,0.0,0.231,0.749,149.961,4.0
13943,https://open.spotify.com/track/5OuJTtNve7FxUX82eEBupN,5OuJTtNve7FxUX82eEBupN,2018,361760,FALSE,Tommy's Party,68.0,0.565,0.438,7.0,-8.722,1.0,0.0311,0.122,0.0469,0.108,0.211,133.949,4.0
13947,https://open.spotify.com/track/5OusUgzHz6Ulb3GZT7WUo5,5OusUgzHz6Ulb3GZT7WUo5,2006,235426,FALSE,Watching You,67.0,0.625,0.848,2.0,-4.008,1.0,0.0314,0.105,0.0,0.23,0.716,137.993,4.0
13948,https://open.spotify.com/track/5OUTFH5acycdnf8OVo21Gv,5OUTFH5acycdnf8OVo21Gv,2017,262600,TRUE,Television / So Far So Good,66.0,0.405,0.505,5.0,-7.75,1.0,0.0458,0.592,0.0,0.121,0.318,164.971,4.0
13949,https://open.spotify.com/track/5oVEXLYT47mTPnHwTGHciX,5oVEXLYT47mTPnHwTGHciX,2020,186613,FALSE,Love You Like I Used To,45.0,0.503,0.789,10.0,-4.619,1.0,0.0411,0.137,0.0,0.143,0.586,152.028,4.0
13950,https://open.spotify.com/track/5ovNohnxkQ7gOGEpnMvpkF,5ovNohnxkQ7gOGEpnMvpkF,2020,167926,TRUE,Thrasher,62.0,0.834,0.747,7.0,-5.839,0.0,0.474,0.123,0.0,0.11,0.754,79.988,4.0
13951,https://open.spotify.com/track/5ovVcYo2MvjVydFwFyaaqy,5ovVcYo2MvjVydFwFyaaqy,2020,171826,FALSE,I Should Probably Go To Bed,79.0,0.721,0.277,1.0,-7.128,1.0,0.0365,0.634,0.0,0.112,0.309,131.935,4.0
13952,https://open.spotify.com/track/5OxclJsdFESni44YlpNpkR,5OxclJsdFESni44YlpNpkR,2020,291812,TRUE,Parasite Eve,73.0,0.589,0.797,9.0,-5.464,1.0,0.15,0.0289,4.35e-06,0.383,0.232,102.489,4.0
13953,https://open.spotify.com/track/5oXdWFCLkBX5XmGbTrlK40,5oXdWFCLkBX5XmGbTrlK40,2020,227275,FALSE,Jamais Vu,70.0,0.608,0.47,8.0,-6.73,1.0,0.0428,0.226,0.0,0.0963,0.241,81.0,4.0
13954,https://open.spotify.com/track/5OXPfNGyUDTMOSaGhbAvOr,5OXPfNGyUDTMOSaGhbAvOr,2020,203026,TRUE,lil jeep,73.0,0.744,0.357,10.0,-6.544,0.0,0.0971,0.0206,1.69e-05,0.132,0.114,78.03,4.0
13955,https://open.spotify.com/track/5oyCruHORvRI8UEh9xVyam,5oyCruHORvRI8UEh9xVyam,2017,217625,FALSE,Horns,66.0,0.49,0.753,6.0,-5.41,1.0,0.239,0.081,2.74e-06,0.268,0.325,156.241,4.0
13957,https://open.spotify.com/track/5oyUurs28XRagLa8lgm6V3,5oyUurs28XRagLa8lgm6V3,2016,223093,TRUE,Too Much Sauce (feat. Future & Lil Uzi Vert),59.0,0.96,0.547,6.0,-6.992,0.0,0.0786,0.0496,0.0,0.216,0.186,121.01,4.0
13958,https://open.spotify.com/track/5oZIhePTCzvWskktjYgdjr,5oZIhePTCzvWskktjYgdjr,2020,229586,FALSE,visions,51.0,0.677,0.786,9.0,-6.587,1.0,0.0467,0.00136,5.45e-05,0.326,0.28,139.917,4.0
13959,https://open.spotify.com/track/5oZps6mYqU5s7A4WjUZggJ,5oZps6mYqU5s7A4WjUZggJ,2020,212613,TRUE,Lockdown,66.0,0.928,0.437,1.0,-7.081,0.0,0.127,0.144,0.000357,0.147,0.496,100.056,4.0
13961,https://open.spotify.com/track/5P3Ao43sLyoPmhFZm5GVwl,5P3Ao43sLyoPmhFZm5GVwl,2020,202800,FALSE,"La plus que lente, L. 121",18.0,0.343,0.0332,6.0,-28.416,1.0,0.0472,0.995,0.933,0.102,0.174,67.914,4.0
13962,https://open.spotify.com/track/5p3JJehpKHjr9pJT5eD2Lz,5p3JJehpKHjr9pJT5eD2Lz,2020,226160,TRUE,Que Se Joda,70.0,0.624,0.888,2.0,-2.13,1.0,0.099,0.238,0.0,0.317,0.824,180.088,4.0
13963,https://open.spotify.com/track/5p3JunprHCxClJjOmcLV8G,5p3JunprHCxClJjOmcLV8G,1972,254173,FALSE,Walk On the Wild Side,75.0,0.575,0.318,0.0,-16.729,1.0,0.109,0.683,0.000202,0.0934,0.385,104.522,4.0
13965,https://open.spotify.com/track/5P3oaNpPDVLRJsL3152SEs,5P3oaNpPDVLRJsL3152SEs,2020,164668,FALSE,Cool Again,68.0,0.608,0.735,4.0,-5.497,1.0,0.0371,0.0156,1.69e-06,0.361,0.773,90.007,4.0
13966,https://open.spotify.com/track/5P3yUXUC9rZPJPNmYGKEAz,5P3yUXUC9rZPJPNmYGKEAz,2015,236733,FALSE,Goner,65.0,0.565,0.437,6.0,-7.68,0.0,0.0403,0.194,7.14e-06,0.0656,0.217,96.132,3.0
13967,https://open.spotify.com/track/5P4OS6niKRV6zsdPKPcnRM,5P4OS6niKRV6zsdPKPcnRM,2019,200312,FALSE,Freaking Out,61.0,0.663,0.68,6.0,-6.607,1.0,0.0501,0.118,0.00603,0.102,0.384,125.055,4.0
13969,https://open.spotify.com/track/5P5dEpa8cbtTHzPSsks5yG,5P5dEpa8cbtTHzPSsks5yG,2020,216529,TRUE,Making Zombies,39.0,0.41,0.976,2.0,-3.404,0.0,0.058,7.12e-06,0.00038,0.0636,0.478,161.641,4.0
13970,https://open.spotify.com/track/5P5rUzjpgTkZeQbr0CVdsZ,5P5rUzjpgTkZeQbr0CVdsZ,2017,207560,FALSE,I'll Be Home For Christmas,65.0,0.602,0.493,8.0,-6.907,1.0,0.0308,0.103,0.0,0.119,0.487,112.979,3.0
13971,https://open.spotify.com/track/5p684vIzF5LOkmHL3I0tyM,5p684vIzF5LOkmHL3I0tyM,2017,90315,FALSE,"i'm in love with u, sorry",67.0,0.578,0.288,5.0,-17.204,1.0,0.0589,0.97,0.633,0.125,0.276,94.983,4.0
13972,https://open.spotify.com/track/5P68xT9dqkleXVVtdIJPXo,5P68xT9dqkleXVVtdIJPXo,2017,437173,FALSE,Journey (feat. Kronos Quartet),53.0,0.351,0.643,7.0,-12.712,0.0,0.0824,0.153,0.953,0.15,0.0663,142.066,3.0
13973,https://open.spotify.com/track/5p7GiBZNL1afJJDUrOA6C8,5p7GiBZNL1afJJDUrOA6C8,2018,245640,TRUE,Hurt Feelings,71.0,0.69,0.462,8.0,-8.054,1.0,0.13,0.343,0.00218,0.113,0.325,157.655,4.0
13975,https://open.spotify.com/track/5P8BZ67Vw2CUwAYi12yvYj,5P8BZ67Vw2CUwAYi12yvYj,2020,225500,FALSE,Old Rain on a New Day,54.0,0.286,0.14,7.0,-16.496,1.0,0.0346,0.971,0.892,0.134,0.154,119.191,4.0
13976,https://open.spotify.com/track/5P8lyudWE7HQxb4ludLbEm,5P8lyudWE7HQxb4ludLbEm,2018,255040,FALSE,Kµ¸≠ÂÏ¸∑ÁÛ,72.0,0.814,0.785,1.0,-5.679,0.0,0.0396,0.0524,0.00111,0.111,0.941,120.009,4.0
13977,https://open.spotify.com/track/5P8Xvy5tzhmfyfA6GplQ8h,5P8Xvy5tzhmfyfA6GplQ8h,1953,155466,FALSE,I Want a Hippopotamus for Christmas (Hippo the Hero),66.0,0.853,0.338,7.0,-9.124,1.0,0.0491,0.832,0.00602,0.135,0.927,113.881,4.0
13979,https://open.spotify.com/track/5pAbCxt9e3f81lOmjIXwzd,5pAbCxt9e3f81lOmjIXwzd,2019,207030,FALSE,Be Honest (feat. Burna Boy),73.0,0.757,0.737,4.0,-6.728,0.0,0.114,0.311,0.0,0.113,0.635,98.057,4.0
13980,https://open.spotify.com/track/5PAvFGse5jjDH9ke8Mae7D,5PAvFGse5jjDH9ke8Mae7D,2019,193880,FALSE,Just the Way,73.0,0.426,0.829,9.0,-2.84,1.0,0.0569,0.107,0.0,0.317,0.814,180.241,4.0
13981,https://open.spotify.com/track/5PAZQuUFI4JwQGJJ4dYjZS,5PAZQuUFI4JwQGJJ4dYjZS,2020,244649,TRUE,Huracheee,54.0,0.618,0.665,5.0,-6.308,0.0,0.358,0.404,0.0,0.0881,0.284,126.754,4.0
13983,https://open.spotify.com/track/5PBx0zFfehUMyv5H4YXVAU,5PBx0zFfehUMyv5H4YXVAU,2017,212066,FALSE,Blue Tacoma,69.0,0.458,0.897,9.0,-4.879,1.0,0.0402,0.0183,0.0,0.174,0.728,160.131,4.0
13984,https://open.spotify.com/track/5PCJldueshnwqQVjS16543,5PCJldueshnwqQVjS16543,2001,269400,TRUE,U Don't Have to Call,59.0,0.793,0.568,1.0,-4.958,1.0,0.0459,0.0478,3.57e-05,0.0304,0.806,100.005,4.0
13985,https://open.spotify.com/track/5pd09tZmcXpyaXcuzs1p7J,5pd09tZmcXpyaXcuzs1p7J,1996,172756,FALSE,Straight Tequila Night,60.0,0.638,0.661,9.0,-10.134,1.0,0.0341,0.137,0.0,0.245,0.464,109.268,4.0
13987,https://open.spotify.com/track/5pdfnefsLnfBFo7gxHvqBK,5pdfnefsLnfBFo7gxHvqBK,2018,204805,FALSE,Te Vas a Acordar de Mi,58.0,0.756,0.848,10.0,-3.832,1.0,0.0365,0.236,0.0,0.386,0.89,119.068,4.0
13989,https://open.spotify.com/track/5pet2efUCCeAoEOWMCzdnq,5pet2efUCCeAoEOWMCzdnq,2010,226114,TRUE,Losin It,48.0,0.744,0.455,0.0,-9.858,0.0,0.34,0.0894,1.75e-05,0.404,0.495,136.085,4.0
13990,https://open.spotify.com/track/5pfJsMwoRYKampPay8amX0,5pfJsMwoRYKampPay8amX0,2016,292593,TRUE,"Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)",67.0,0.828,0.609,1.0,-4.402,1.0,0.0694,0.0916,1.21e-06,0.291,0.707,109.725,4.0
13991,https://open.spotify.com/track/5pfjWvSyExxvPyCqQuoPwy,5pfjWvSyExxvPyCqQuoPwy,2013,200565,FALSE,La Tejana Cien X,41.0,0.686,0.806,10.0,-6.677,1.0,0.108,0.267,0.0,0.119,0.927,106.696,1.0
13993,https://open.spotify.com/track/5PfTI3zrQbZEWcQdycMqJM,5PfTI3zrQbZEWcQdycMqJM,2017,231658,TRUE,"Gang Up (with Young Thug, 2 Chainz & Wiz Khalifa feat. PnB Rock)",57.0,0.631,0.732,1.0,-4.706,1.0,0.203,0.0304,0.0,0.261,0.549,151.779,4.0
13994,https://open.spotify.com/track/5PG3h38oiQLEJlOuOvIs80,5PG3h38oiQLEJlOuOvIs80,2008,236906,FALSE,Still Not a Player (feat. Joe),63.0,0.902,0.614,4.0,-6.529,0.0,0.289,0.184,0.000742,0.0867,0.862,94.069,4.0
13995,https://open.spotify.com/track/5pGBDKBaR63vuJ4g8ialcU,5pGBDKBaR63vuJ4g8ialcU,2020,63000,FALSE,Deep Sleep Recovery Noise,74.0,0.0,0.032,1.0,-30.704,1.0,0.0,0.916,0.202,0.103,0.0,0.0,0.0
13998,https://open.spotify.com/track/5pihM63Tj50g1XjLxq0iU8,5pihM63Tj50g1XjLxq0iU8,1973,240106,FALSE,Long Haired Country Boy,63.0,0.588,0.58,2.0,-11.648,1.0,0.0275,0.319,3.74e-06,0.2,0.774,145.37,4.0
13999,https://open.spotify.com/track/5PIt7FaU4iHzVmwYYFCnVp,5PIt7FaU4iHzVmwYYFCnVp,2017,206386,TRUE,Son of the South,55.0,0.514,0.706,9.0,-6.719,1.0,0.0543,0.013,0.0,0.788,0.136,199.797,4.0
14004,https://open.spotify.com/track/5PKnmuhX9FbblS8yOUcstC,5PKnmuhX9FbblS8yOUcstC,2020,185732,FALSE,Kyte Flava,50.0,0.733,0.435,6.0,-13.299,0.0,0.0831,0.0346,0.875,0.0994,0.724,146.009,4.0
14008,https://open.spotify.com/track/5PMKzsUsTpZZGsCcJBuhP2,5PMKzsUsTpZZGsCcJBuhP2,1999,243733,TRUE,"U Know What's Up (feat. Lisa ""Left Eye"" Lopes)",64.0,0.854,0.543,8.0,-6.166,0.0,0.0844,0.0402,5.73e-05,0.0419,0.868,103.032,4.0
14009,https://open.spotify.com/track/5PmVqECxxW8pix05pb5gjv,5PmVqECxxW8pix05pb5gjv,2017,225211,FALSE,Thunderstorm In The Cabin,66.0,0.164,0.626,5.0,-24.336,0.0,0.0943,0.000945,0.879,0.426,0.0216,126.684,5.0
14012,https://open.spotify.com/track/5PNvgiKSwMdjBsDsgFCFLX,5PNvgiKSwMdjBsDsgFCFLX,2020,181306,FALSE,Slow Down (feat. Jorja Smith) - Vintage Culture & Slow Motion Remix,79.0,0.881,0.661,11.0,-7.681,0.0,0.0343,0.098,0.0187,0.101,0.965,124.023,4.0
14013,https://open.spotify.com/track/5poS8LyxohSACjuIZ61EyS,5poS8LyxohSACjuIZ61EyS,2018,233374,FALSE,Hey Kids,63.0,0.581,0.533,4.0,-8.433,0.0,0.0274,0.0217,0.00539,0.259,0.466,87.017,4.0
14014,https://open.spotify.com/track/5poUJOhLyalGkUedn3ggeX,5poUJOhLyalGkUedn3ggeX,2020,222385,TRUE,Bandido,71.0,0.789,0.809,8.0,-3.417,1.0,0.0615,0.374,0.0,0.202,0.411,95.935,4.0
14015,https://open.spotify.com/track/5pQEExRHWM9XnghO6bhdLJ,5pQEExRHWM9XnghO6bhdLJ,1995,314440,FALSE,Hey Man Nice Shot,65.0,0.479,0.588,2.0,-10.773,1.0,0.0339,0.00214,0.709,0.319,0.305,177.014,4.0
14016,https://open.spotify.com/track/5PQmSHzWnlgG4EBuIqjac2,5PQmSHzWnlgG4EBuIqjac2,1996,282373,TRUE,If I Ruled the World (Imagine That) (feat. Lauryn Hill),69.0,0.879,0.564,10.0,-7.682,0.0,0.247,0.0474,9.43e-06,0.0519,0.523,93.908,4.0
14018,https://open.spotify.com/track/5pRElcsPZrgZXkoON2o5Go,5pRElcsPZrgZXkoON2o5Go,2006,230426,FALSE,Comatose,67.0,0.359,0.955,4.0,-2.323,0.0,0.12,0.00116,0.0,0.349,0.446,170.033,4.0
14019,https://open.spotify.com/track/5psEZhQu6lukjhavJo4AbC,5psEZhQu6lukjhavJo4AbC,2020,126521,FALSE,SO DONE,87.0,0.719,0.598,9.0,-6.254,1.0,0.077,0.232,0.0,0.115,0.303,142.592,4.0
14022,https://open.spotify.com/track/5PTG6rrL6EPFD9E2QMI2pl,5PTG6rrL6EPFD9E2QMI2pl,2018,142000,TRUE,JAPAN,72.0,0.733,0.678,6.0,-7.771,1.0,0.438,0.121,0.0,0.344,0.841,175.985,4.0
14023,https://open.spotify.com/track/5PtMwNq8Dp31uYdGGacVJE,5PtMwNq8Dp31uYdGGacVJE,2003,193920,TRUE,Oxy Cotton,61.0,0.816,0.578,9.0,-6.912,1.0,0.233,0.0228,0.0,0.114,0.265,148.077,4.0
14025,https://open.spotify.com/track/5PuKlCjfEVIXl0ZBp5ZW9g,5PuKlCjfEVIXl0ZBp5ZW9g,2012,119786,FALSE,Holly Jolly Christmas,84.0,0.647,0.465,7.0,-8.308,1.0,0.0428,0.865,0.0,0.0882,0.699,151.251,4.0
14026,https://open.spotify.com/track/5pUlI3bMpx2GPu7rXBbk0w,5pUlI3bMpx2GPu7rXBbk0w,2020,221802,TRUE,Vengo De Nada,70.0,0.862,0.674,4.0,-4.856,0.0,0.0537,0.416,0.0,0.101,0.472,104.991,3.0
14027,https://open.spotify.com/track/5puU24G3lHVsUXPAWW2ZpV,5puU24G3lHVsUXPAWW2ZpV,2013,404480,FALSE,Make It Rain,54.0,0.618,0.239,8.0,-8.371,0.0,0.0274,0.791,0.0,0.1,0.327,96.846,3.0
14030,https://open.spotify.com/track/5PVPkjFKLElXpshtXtXIFc,5PVPkjFKLElXpshtXtXIFc,2017,120000,FALSE,Gillette,60.0,0.604,0.937,7.0,-4.022,1.0,0.0817,0.00622,0.000365,0.325,0.24,120.082,4.0
14031,https://open.spotify.com/track/5PVVbwP5ZduYucTVlXZjta,5PVVbwP5ZduYucTVlXZjta,2020,99631,TRUE,Don't Touch That Remote,43.0,0.883,0.214,1.0,-9.142,1.0,0.537,0.107,0.000441,0.116,0.807,160.02,4.0
14032,https://open.spotify.com/track/5PvVkf1Yuq3XyMqqjPiKPd,5PvVkf1Yuq3XyMqqjPiKPd,2020,223629,TRUE,Been Away,67.0,0.602,0.5,8.0,-9.377,1.0,0.298,0.477,5.69e-05,0.295,0.395,132.798,4.0
14033,https://open.spotify.com/track/5pwcZWC7XdfoPo8FDwPaui,5pwcZWC7XdfoPo8FDwPaui,2014,260573,TRUE,X,49.0,0.555,0.727,11.0,-5.93,0.0,0.0833,0.0936,0.0,0.0841,0.31,147.865,4.0
14035,https://open.spotify.com/track/5px6upUHM3fhOP621Edp4V,5px6upUHM3fhOP621Edp4V,2020,193829,FALSE,Physical,75.0,0.647,0.844,0.0,-3.756,1.0,0.0457,0.0137,0.000658,0.102,0.746,146.962,4.0
14036,https://open.spotify.com/track/5PXsZaT8cOxb4mXrA20PMQ,5PXsZaT8cOxb4mXrA20PMQ,2019,158760,FALSE,Baila Baila Baila,72.0,0.837,0.626,11.0,-5.674,0.0,0.152,0.0588,0.0,0.252,0.592,99.987,4.0
14037,https://open.spotify.com/track/5PXuSSMvae2tJuQj78DR5d,5PXuSSMvae2tJuQj78DR5d,2019,172083,FALSE,Soft Rain Pouring,67.0,0.132,0.152,5.0,-26.433,1.0,0.0559,0.153,0.966,0.136,0.0349,142.521,5.0
14039,https://open.spotify.com/track/5PycBIeabfvX3n9ILG7Vrv,5PycBIeabfvX3n9ILG7Vrv,2014,235133,FALSE,Propuesta Indecente,76.0,0.757,0.632,2.0,-6.83,1.0,0.0549,0.499,0.0,0.0723,0.742,122.936,4.0
14041,https://open.spotify.com/track/5pyVqlqThcxI7tPDjHIzPh,5pyVqlqThcxI7tPDjHIzPh,2012,232906,FALSE,Climax,62.0,0.647,0.478,8.0,-8.837,1.0,0.0782,0.547,2.69e-05,0.156,0.333,135.877,4.0
14042,https://open.spotify.com/track/5PZ2cqh9Yem2g6cTSOLllz,5PZ2cqh9Yem2g6cTSOLllz,2006,202973,FALSE,Pain,66.0,0.416,0.741,7.0,-4.001,1.0,0.0335,0.00804,0.0,0.273,0.286,160.515,4.0
14043,https://open.spotify.com/track/5PzrM2NUo81JLdzNILxMLd,5PzrM2NUo81JLdzNILxMLd,2020,176539,FALSE,Quite Late,55.0,0.566,0.22,8.0,-15.091,1.0,0.0328,0.86,0.0747,0.115,0.147,119.33,3.0
14047,https://open.spotify.com/track/5q2JbCNi4FcnglgPfxcV65,5q2JbCNi4FcnglgPfxcV65,2016,307910,FALSE,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",72.0,0.639,0.869,11.0,-4.024,1.0,0.147,0.27,0.0,0.0802,0.767,169.801,4.0
14048,https://open.spotify.com/track/5Q2P43CJra0uRAogjHyJDK,5Q2P43CJra0uRAogjHyJDK,2016,173560,FALSE,"Baby, It's Cold Outside (feat. Meghan Trainor)",82.0,0.583,0.572,1.0,-4.776,1.0,0.0366,0.738,0.0,0.266,0.684,113.998,4.0
14049,https://open.spotify.com/track/5Q2X9PQPTTnz36Covdja5K,5Q2X9PQPTTnz36Covdja5K,2020,182480,FALSE,Diesel (feat. Earl Dibbles Jr.),47.0,0.496,0.837,2.0,-4.277,0.0,0.0588,0.00888,1.33e-05,0.201,0.674,144.126,4.0
14050,https://open.spotify.com/track/5Q4H1XkVHxQjnrHCUpS61d,5Q4H1XkVHxQjnrHCUpS61d,2013,186600,FALSE,Nicotine,64.0,0.592,0.891,5.0,-4.766,0.0,0.0522,0.000912,0.000128,0.25,0.571,127.955,4.0
14053,https://open.spotify.com/track/5Q7T1ePrtZiMA5whIXdwUC,5Q7T1ePrtZiMA5whIXdwUC,2019,165836,FALSE,Lujos y Secretos,64.0,0.571,0.827,2.0,-4.116,0.0,0.219,0.302,0.0,0.304,0.742,127.388,3.0
14055,https://open.spotify.com/track/5QaQnaDC7nR1mkRN9zXNnS,5QaQnaDC7nR1mkRN9zXNnS,2005,137240,FALSE,Tush,47.0,0.546,0.864,7.0,-7.632,1.0,0.0393,0.0908,0.00814,0.277,0.863,145.652,4.0
14057,https://open.spotify.com/track/5QarVtsSmGDiIsCy49yLEs,5QarVtsSmGDiIsCy49yLEs,2016,225953,FALSE,Do They Know It's Christmas?,63.0,0.58,0.0721,9.0,-19.253,1.0,0.0568,0.994,0.952,0.0953,0.342,94.284,4.0
14060,https://open.spotify.com/track/5qbVkwfy0RYGFA6hAiIL90,5qbVkwfy0RYGFA6hAiIL90,1969,379626,FALSE,The Lemon Song - 1993 Remaster,53.0,0.409,0.515,9.0,-13.007,1.0,0.116,0.0939,0.0723,0.0916,0.729,90.527,4.0
14061,https://open.spotify.com/track/5qByPJHfbssZpbUzhgpDCG,5qByPJHfbssZpbUzhgpDCG,2014,134920,FALSE,The Star Spangled Banner (feat. The Florida Orchestra) - Live from Super Bowl XXV,47.0,0.175,0.642,8.0,-6.93,1.0,0.0447,0.633,0.0306,0.94,0.492,88.876,4.0
14062,https://open.spotify.com/track/5QbzvnhnS0CZMHjFGIwfHd,5QbzvnhnS0CZMHjFGIwfHd,2017,198427,TRUE,On the River,60.0,0.865,0.39,0.0,-5.541,1.0,0.127,0.473,0.0,0.0954,0.105,139.996,4.0
14063,https://open.spotify.com/track/5qC17VMNoZdF2gAw28FtsV,5qC17VMNoZdF2gAw28FtsV,2016,91504,FALSE,Monday Loop,63.0,0.742,0.384,10.0,-8.533,1.0,0.043,0.872,0.00305,0.132,0.354,69.006,3.0
14065,https://open.spotify.com/track/5QDGKcQLqOJvoiu8eScEaM,5QDGKcQLqOJvoiu8eScEaM,2015,261880,TRUE,Let Em' Know,58.0,0.489,0.406,9.0,-11.44,1.0,0.232,0.0336,0.0,0.344,0.178,110.551,4.0
14067,https://open.spotify.com/track/5qDsijQM75KTdv3RtSPx91,5qDsijQM75KTdv3RtSPx91,2019,189480,TRUE,Hold On,73.0,0.691,0.602,9.0,-6.807,0.0,0.209,0.123,0.0,0.0637,0.685,151.987,4.0
14068,https://open.spotify.com/track/5QDXRN6iogwN1Inizw99N2,5QDXRN6iogwN1Inizw99N2,2020,176866,TRUE,Yo Lo Que Quiero Es Perreo - Freestyle Version,54.0,0.788,0.78,7.0,-2.932,0.0,0.0971,0.0215,0.0,0.129,0.683,95.024,4.0
14069,https://open.spotify.com/track/5qEn8c0MBzyRKgQq91Vevi,5qEn8c0MBzyRKgQq91Vevi,2013,209386,FALSE,Out of My League,66.0,0.545,0.968,9.0,-3.553,0.0,0.0853,0.0387,0.00325,0.331,0.527,169.965,4.0
14073,https://open.spotify.com/track/5qFxwk3aRCzq0U8HKLfWRB,5qFxwk3aRCzq0U8HKLfWRB,2020,201391,FALSE,Funny - Breathe Carolina Remix,59.0,0.658,0.805,5.0,-5.522,1.0,0.0438,0.509,0.0,0.147,0.296,114.917,4.0
14075,https://open.spotify.com/track/5qHINFJdLjWDDjOswcDACb,5qHINFJdLjWDDjOswcDACb,2018,175173,FALSE,Before It Burned,43.0,0.662,0.8,1.0,-5.152,0.0,0.0758,0.0712,0.0,0.0937,0.781,171.897,4.0
14079,https://open.spotify.com/track/5QJuMhGWTUB4t9BqR7ndL3,5QJuMhGWTUB4t9BqR7ndL3,2017,221360,FALSE,Make Me Your Queen,64.0,0.492,0.666,2.0,-6.42,1.0,0.0317,0.00146,1.29e-06,0.104,0.26,125.042,4.0
14080,https://open.spotify.com/track/5qJX56Oh2tnM3yVYs9Tz63,5qJX56Oh2tnM3yVYs9Tz63,2020,208880,FALSE,All Over Again,60.0,0.499,0.85,7.0,-5.372,1.0,0.0808,0.00563,0.0,0.226,0.563,156.964,4.0
14081,https://open.spotify.com/track/5qk0TivMEVkujTu7xJLKu7,5qk0TivMEVkujTu7xJLKu7,2020,184736,TRUE,Off Dat,68.0,0.898,0.641,11.0,-7.673,0.0,0.297,0.0154,0.0,0.665,0.578,151.937,4.0
14082,https://open.spotify.com/track/5qKbs3mFIH32UoUbjcHmvc,5qKbs3mFIH32UoUbjcHmvc,2019,154872,TRUE,No Relations,45.0,0.815,0.708,10.0,-8.717,0.0,0.178,0.159,0.0,0.0968,0.624,93.003,4.0
14088,https://open.spotify.com/track/5QpaGzWp0hwB5faV8dkbAz,5QpaGzWp0hwB5faV8dkbAz,2001,208600,FALSE,Wherever You Will Go,73.0,0.558,0.719,2.0,-5.113,1.0,0.0267,0.0367,0.0,0.115,0.371,112.027,4.0
14091,https://open.spotify.com/track/5qr53acEyLQvhhyuFEwZFL,5qr53acEyLQvhhyuFEwZFL,2020,229946,TRUE,In Real Life,55.0,0.652,0.525,6.0,-5.492,1.0,0.0373,0.219,0.0,0.373,0.262,87.531,4.0
14093,https://open.spotify.com/track/5qRRiqndqXaq2QBudIrkYU,5qRRiqndqXaq2QBudIrkYU,2015,204093,FALSE,Dirty Laundry,56.0,0.456,0.874,10.0,-4.129,0.0,0.114,0.0595,1.12e-05,0.111,0.5,200.179,4.0
14096,https://open.spotify.com/track/5qrzhg9Fmu8Amg2uMhHfe5,5qrzhg9Fmu8Amg2uMhHfe5,2005,337640,FALSE,One Wish,68.0,0.525,0.652,5.0,-7.042,0.0,0.28,0.278,0.0,0.339,0.602,127.673,4.0
